TQAESD,QAESD,TQAESE,QAESE,TQMATH,QMATH,TQBITCNT,QBITCNT,TQCRC,QCRC,TQDIJK,QDIJK,TQFFT,QFFT,TQGSMD,QGSMD,TQMXM,QMXM,TQQSORT,QQSORT,TQSHA,QSHA,TQSSEARCH,QSSEARCH,TQSUSANC,QSUSANC,TQSUSANE,QSUSANE,TQSUSANS,QSUSANS
4828137,0.56141,4556094,0.53098,14527497,0.43617,10573605,0.42809,6865203,0.32499,8687340,0.64552,8300568,0.46795,1475946,0.62067,6254985,0.5717,4000485,0.49953,1641777,0.70174,804606,0.5459,163827,0.67366,320139,0.84921,3939864,0.70877
4813608,0.56092,4538559,0.53357,14481405,0.43714,10574106,0.42809,6862698,0.32508,9072609,0.65663,8505477,0.46101,1480455,0.62893,5909796,0.42324,3949884,0.50374,1643280,0.69802,1008513,0.53754,164328,0.68402,318636,0.86051,3940365,0.71138
4820121,0.56039,4537557,0.53333,14419782,0.43707,10573605,0.42815,6865203,0.32497,8716398,0.65704,8369205,0.47331,1474944,0.62619,5880738,0.4253,4076136,0.50001,1641777,0.6952,802602,0.53901,165831,0.68904,320640,0.86094,3941868,0.71374
4864209,0.55998,4531545,0.53305,14332608,0.43765,10574106,0.42817,6865203,0.32513,8657781,0.6476,8387241,0.46544,1311618,0.3732,5887752,0.41299,3993471,0.50132,1647789,0.70063,978954,0.539,166833,0.66903,321642,0.86916,3952890,0.70815
4851684,0.56093,4533549,0.53355,14395233,0.43829,10572603,0.42833,6865704,0.325,8732430,0.6558,8507481,0.45747,1825143,0.32104,5875227,0.41468,4025034,0.49433,1643280,0.69804,851700,0.4824,165330,0.69372,318636,0.86837,3952890,0.71017
4807596,0.56189,4537056,0.53387,14277999,0.43975,10575108,0.42833,6865203,0.32502,8918301,0.65488,8331129,0.46921,1904301,0.51831,5855187,0.41665,4046076,0.49762,1644783,0.69463,943884,0.53007,164829,0.66218,319137,0.8688,3951387,0.71095
4814109,0.56142,4573128,0.53207,14371185,0.44131,10575609,0.4284,6865704,0.32496,8972409,0.66034,8394255,0.46591,1972437,0.55839,5870718,0.41857,4028040,0.49712,1644783,0.69087,946890,0.40116,170340,0.6187,318636,0.8668,3945375,0.70821
4812105,0.56137,4582647,0.53128,14371686,0.43958,10574106,0.42851,6879732,0.32414,8716899,0.65603,8424816,0.46397,1486968,0.5958,5890257,0.42046,4046076,0.49665,1649292,0.69669,868233,0.52969,166833,0.66881,319638,0.86845,3944373,0.71064
4818117,0.56156,4553088,0.53166,14368179,0.43458,10572603,0.42842,6865704,0.32487,8731929,0.64901,8442852,0.46549,1464924,0.61548,6021519,0.42116,3971928,0.50112,1642779,0.69491,1041078,0.51426,164829,0.69127,318636,0.86523,3940866,0.71374
4814109,0.56081,4538058,0.53341,14434812,0.43658,10573605,0.42807,6865203,0.32491,8610687,0.64448,9487938,0.46486,1491978,0.61996,6163803,0.49253,3975936,0.50237,1642779,0.69313,783063,0.52637,203406,0.6045,318636,0.85467,3939864,0.70902
4826634,0.55944,4536555,0.53298,14381205,0.43543,10574106,0.42806,6865704,0.32478,8579124,0.65723,8285538,0.46506,1494984,0.61076,5857692,0.41194,3990966,0.50491,1642779,0.69112,1016028,0.54663,178857,0.53301,327153,0.85189,3940866,0.71165
4862205,0.55944,4532046,0.53308,14426796,0.43647,10572102,0.42822,6863700,0.32488,8697861,0.65297,8430828,0.46551,1476948,0.62355,5883243,0.41374,3973932,0.50196,1642779,0.68893,802101,0.54239,171843,0.62766,319137,0.85882,3943371,0.71296
4845672,0.56158,4532547,0.53382,14394231,0.4373,10573605,0.42822,6865704,0.32478,8745957,0.6561,8398263,0.46538,1473942,0.62011,5891259,0.41541,3952890,0.49936,1647288,0.69055,1009014,0.53675,230460,0.63261,322143,0.80249,3916317,0.71068
4808097,0.56165,4538058,0.53362,14386215,0.43653,10574106,0.42835,6865203,0.32491,8808582,0.65151,8376720,0.46344,1480455,0.62922,5853684,0.41753,4103691,0.49277,1643280,0.68888,797091,0.54131,180360,0.59227,319137,0.8595,3940866,0.71022
4814610,0.56116,4580643,0.53198,14424291,0.44103,10575609,0.42837,6864201,0.32494,8742450,0.65449,8433834,0.46834,1476948,0.625,5858694,0.41943,4022529,0.50084,1644282,0.68636,1003002,0.53727,159819,0.6901,320640,0.86964,3944373,0.71291
4815111,0.56114,4582146,0.53036,14427798,0.43974,10575609,0.42844,6865704,0.32488,8812089,0.6546,8404275,0.46676,1473942,0.62159,5878233,0.42128,4115715,0.49934,1644783,0.68394,816630,0.54641,197394,0.56092,321141,0.86316,3939864,0.70866
4816614,0.56146,4546074,0.53275,14443329,0.43616,10572102,0.42842,6865203,0.32496,8675316,0.65611,8436840,0.46747,1479954,0.63092,5892762,0.42323,4017519,0.50004,1654803,0.7029,1006509,0.53494,164328,0.57731,319137,0.8669,3945375,0.71071
4814610,0.56068,4540563,0.53325,14390223,0.43449,10572603,0.42812,6865704,0.32494,8634735,0.65421,8366700,0.46786,1476948,0.62699,6173322,0.6226,4013511,0.49766,1658811,0.69854,798093,0.53838,164328,0.57818,319137,0.86656,3944874,0.71302
4829139,0.5598,4534050,0.53318,14488419,0.43545,10574106,0.42808,6865203,0.32498,8819103,0.65624,8399766,0.46575,1473942,0.62285,5998473,0.41273,4040064,0.49806,1656306,0.69277,995988,0.57566,158316,0.62477,318636,0.87489,3949884,0.70796
4871724,0.55847,4531545,0.53328,14480403,0.43581,10573605,0.42809,6865203,0.32497,8744454,0.65108,8327121,0.46914,1480455,0.6301,5870718,0.41451,4028040,0.49903,1664322,0.69477,877752,0.46311,159318,0.65768,319638,0.8652,3943872,0.71048
4832145,0.56082,4534551,0.53367,14382207,0.43582,10574106,0.42821,6865704,0.32498,8748963,0.65431,8283033,0.46947,1476948,0.62786,5884245,0.41649,4038060,0.49591,1650795,0.69826,938373,0.56145,159819,0.69122,318636,0.86096,3940866,0.71347
4809099,0.56169,4538058,0.53367,14372187,0.43766,10573605,0.42828,6877227,0.32435,8638743,0.65135,8393754,0.46348,1314123,0.38066,5887251,0.41847,3999483,0.50024,1642278,0.69882,929355,0.42921,159318,0.74169,318135,0.85422,3939363,0.70866
4812105,0.56105,4584651,0.53088,14435313,0.4364,10574106,0.42835,6865203,0.32497,8842149,0.65103,8376720,0.46303,1810614,0.32275,5858694,0.42031,4085655,0.49758,1642278,0.69569,876249,0.52836,160320,0.77321,327153,0.85342,3941868,0.71102
4816113,0.56153,4585653,0.53044,14467377,0.43792,10575609,0.42838,6865203,0.32513,8833632,0.64215,8279025,0.47049,1942878,0.50596,5867712,0.42198,4046076,0.4993,1642278,0.69256,1006509,0.35264,161322,0.77795,319638,0.85658,3940866,0.71392
4818618,0.56122,4541565,0.53367,14391225,0.43691,10574607,0.42847,6865704,0.325,8640747,0.64839,8274015,0.46384,1983459,0.55928,5874726,0.42409,4011006,0.49832,1642278,0.68943,778554,0.5291,158316,0.79837,321642,0.86638,3939864,0.70923
4813107,0.56097,4536054,0.53332,14290524,0.44197,10572102,0.42845,6865203,0.32502,8648262,0.65437,8384736,0.4657,1500996,0.58364,5932842,0.42566,4034052,0.50288,1642278,0.68628,1032060,0.51598,161823,0.72136,320139,0.86575,3940365,0.71183
4839660,0.55964,4532547,0.53323,14308059,0.44035,10573605,0.42809,6865704,0.32496,8769504,0.65177,8413794,0.46869,1467429,0.61678,6269514,0.52795,3996477,0.50337,1642278,0.68315,782061,0.54615,158316,0.68287,321141,0.8236,3941868,0.71392
4875231,0.56043,4533048,0.53315,14378199,0.4385,10574106,0.42809,6865203,0.32488,8848161,0.65015,8379225,0.46648,1483962,0.62321,5845668,0.41553,3998982,0.50266,1645785,0.70418,988473,0.58131,158817,0.69265,320139,0.86474,3939363,0.70986
4818117,0.56098,4536054,0.53391,14421285,0.43588,10573605,0.42815,6865203,0.32488,8807580,0.64961,8349666,0.46599,1495485,0.6138,5866209,0.41743,4027038,0.49961,1641777,0.70535,1008012,0.44782,161823,0.69969,319137,0.8734,3952890,0.71107
4810101,0.56121,4548579,0.53258,14390724,0.43506,10574106,0.42817,6865704,0.32487,8735937,0.65143,8361690,0.46818,1475946,0.62649,5906289,0.41925,3915315,0.50825,1643280,0.70161,802101,0.52054,162825,0.70308,318636,0.86714,3949884,0.71298
4812606,0.561,4581645,0.53146,14471385,0.43608,10572603,0.42833,6865203,0.32491,8637741,0.65689,8442852,0.46422,1473441,0.62413,5871720,0.42115,4026537,0.49704,1641777,0.6988,1006008,0.59586,163827,0.5474,319638,0.8727,3943371,0.70801
4818117,0.56148,4580142,0.53123,14473890,0.43577,10575108,0.42833,6865704,0.32478,8760987,0.64948,8401770,0.47218,1481958,0.63028,5856690,0.42309,4004994,0.4951,1643280,0.69505,867231,0.48351,160320,0.57835,318636,0.86792,3944373,0.71139
4814610,0.56053,4537056,0.53398,14462868,0.43811,10575609,0.4284,6863700,0.32488,8739945,0.64669,8382732,0.46526,1475445,0.62816,5863704,0.42496,4033551,0.49539,1646286,0.7018,947892,0.53195,160821,0.57877,318636,0.85939,3945876,0.71416
4814610,0.56121,4538058,0.53317,14444832,0.43673,10574106,0.42851,6865704,0.32478,8786037,0.64261,8474415,0.46465,1473942,0.62514,5891760,0.41269,4097178,0.49611,1644783,0.69797,936369,0.39908,187374,0.61574,326151,0.85791,3947379,0.70872
4857696,0.55849,4532046,0.5331,14504952,0.43828,10572603,0.42842,6865203,0.32491,8847159,0.6498,8513994,0.46695,1476948,0.62059,6087150,0.41323,4035555,0.49883,1643280,0.69491,868233,0.52131,181362,0.73106,319638,0.85524,3956898,0.71017
4861704,0.56098,4532046,0.53356,14302047,0.44022,10573605,0.42807,6864201,0.32494,8778522,0.64801,8297061,0.46889,1480455,0.62897,6101178,0.44843,4011006,0.49617,1644282,0.69124,1009014,0.3381,177855,0.6499,320640,0.85435,3946878,0.71181
4811604,0.56173,4535553,0.53359,14499942,0.44183,10574106,0.42806,6880233,0.32415,8691849,0.64541,8389245,0.461,1474944,0.62658,5859195,0.41831,4066116,0.49851,1649292,0.69739,791580,0.52515,181362,0.62707,321141,0.87018,3925335,0.71138
4881243,0.55776,4554591,0.53244,14343129,0.43456,10572102,0.42822,6865704,0.32494,8735436,0.65006,8331630,0.46496,1475445,0.62251,5875728,0.42006,4048581,0.49576,1642779,0.69549,1007511,0.54725,171843,0.67472,319638,0.86397,3948882,0.71033
4940361,0.55548,4712406,0.52332,14389221,0.4346,10573605,0.42822,6865203,0.32498,8764995,0.64952,8470908,0.46263,1480956,0.62983,5913804,0.42194,4037058,0.49821,1671336,0.67464,775548,0.5234,166833,0.66795,319137,0.87262,3944373,0.70983
4811103,0.56169,4554591,0.53244,14367678,0.43586,10574106,0.42835,6865203,0.32497,8659785,0.65206,8445858,0.46484,1318131,0.38861,5852181,0.42393,4052589,0.49673,1647288,0.69782,1013523,0.53219,164829,0.68997,318636,0.86849,3947379,0.71125
4812105,0.56068,4596174,0.53154,14344131,0.43563,10575609,0.42837,6865704,0.32498,8808081,0.65104,8379726,0.46529,1801596,0.32426,5859195,0.42586,4031046,0.49894,1646286,0.69388,768534,0.54253,165330,0.6632,322644,0.8252,3947379,0.71306
4820121,0.56127,4558599,0.53096,14417778,0.43573,10575609,0.42844,6865203,0.32499,8775015,0.64153,8478924,0.4649,2017026,0.49829,5845167,0.41357,4012509,0.50266,1643280,0.69304,1029555,0.53961,164328,0.69316,318636,0.86882,3946878,0.71463
4812606,0.56099,4538559,0.53348,14330103,0.43684,10572102,0.42842,6862698,0.32508,8628222,0.64546,8342652,0.47055,1995984,0.56047,5914806,0.41538,3985455,0.49846,1642779,0.69084,795588,0.54808,164829,0.68346,319137,0.87071,3946377,0.70899
4823127,0.55991,4537557,0.53314,14388219,0.43643,10572603,0.42812,6865203,0.32497,10695348,0.58585,8339646,0.46354,1484463,0.58799,6232440,0.57805,4005495,0.50068,1642779,0.68901,1012521,0.54528,170340,0.60987,319638,0.86207,3946878,0.7107
4862706,0.55966,4531044,0.53323,14344632,0.44185,10574106,0.42808,6865203,0.32513,14191326,0.57513,8426319,0.4647,1472940,0.61776,5941359,0.41901,4016517,0.50127,1645785,0.6918,787572,0.54891,165831,0.66142,318135,0.85861,3947379,0.71225
4850181,0.56094,4534551,0.53341,14296536,0.44022,10573605,0.42809,6865704,0.325,10489437,0.53776,8436339,0.46302,1483962,0.62452,5861199,0.42099,3996477,0.49871,1644783,0.68944,1007010,0.53516,164328,0.6936,326652,0.85539,3946878,0.71388
4808097,0.56179,4535553,0.53408,14344131,0.43758,10574106,0.42821,6865203,0.32502,9245955,0.59341,8419305,0.46314,1487970,0.60558,5896269,0.42302,4100685,0.49911,1644282,0.68722,824646,0.49734,178857,0.62505,318636,0.86366,3946377,0.70821
4813608,0.56132,4569621,0.53054,14386716,0.43584,10573605,0.42828,6865704,0.32496,9195354,0.60999,8338644,0.47054,1480956,0.62896,5891760,0.42487,4039062,0.50336,1643280,0.68542,968433,0.58152,189879,0.5473,321141,0.85135,3947379,0.71079
4813608,0.56147,4585653,0.53144,14340123,0.43704,10574106,0.42835,6865203,0.32488,9236436,0.62359,8325618,0.4691,1474944,0.62658,5856189,0.41261,4028541,0.49735,1647789,0.70649,1003002,0.59018,171342,0.6746,321141,0.86962,3950385,0.71234
4818618,0.56126,4554090,0.53137,14410764,0.43529,10575609,0.42838,6865203,0.32488,9179823,0.64465,8411790,0.46169,1475445,0.62253,5862702,0.41409,4069623,0.49776,1661817,0.70134,821139,0.52036,196893,0.72574,319137,0.86566,3944874,0.71385
4812105,0.56097,4538058,0.53346,14392227,0.4374,10574607,0.42847,6880233,0.32413,9197859,0.63887,8375217,0.47106,1480455,0.6298,5877732,0.41621,4058601,0.49727,1656306,0.69383,967932,0.5346,171342,0.6036,319137,0.87161,3943872,0.7093
4829139,0.56007,4537056,0.53316,14538519,0.43688,10572102,0.42845,6865704,0.32478,9185334,0.61578,8490948,0.46456,1474944,0.62782,6020517,0.41716,4066617,0.49853,1662819,0.69648,908313,0.44841,588675,0.49338,319137,0.86578,3940866,0.71238
4860201,0.55994,4532046,0.53279,14433309,0.43714,10573605,0.42809,6863700,0.32488,9145755,0.64962,8413293,0.4654,1475946,0.62358,6195366,0.49873,3995976,0.49609,1657809,0.69609,913323,0.56822,185871,0.70024,319638,0.8689,3942870,0.70983
4846173,0.56153,4533048,0.53387,14409762,0.43713,10574106,0.42809,6865704,0.32478,9111687,0.64939,8359686,0.46286,1473441,0.62122,5858193,0.42197,4033050,0.49985,1642278,0.70001,1004004,0.52801,171843,0.52374,321642,0.82299,3945375,0.70972
4808097,0.56175,4537557,0.53356,14320083,0.44102,10573605,0.42815,6865203,0.32491,9137739,0.64162,8436840,0.46113,1481958,0.62866,5858694,0.42386,4046577,0.49823,1642278,0.69689,801099,0.54678,177354,0.58333,319638,0.86845,3942870,0.71216
4813107,0.56124,4575633,0.53246,14389221,0.44152,10574106,0.42817,6864201,0.32494,9019002,0.63179,8458383,0.46305,1475445,0.62525,5923323,0.42576,4011507,0.49595,1642278,0.69373,1025547,0.53432,179358,0.53232,318636,0.86523,3945876,0.71269
4817115,0.56108,4585152,0.53052,14486415,0.43746,10572603,0.42833,6865704,0.32488,8899263,0.66151,8403273,0.46202,1473942,0.62222,5861700,0.4135,3963411,0.50051,1642278,0.69063,780057,0.53099,172344,0.55959,326151,0.85637,3941868,0.71008
4815612,0.56179,4548078,0.5326,14427798,0.43579,10575108,0.42833,6865203,0.32496,8816598,0.66528,8385237,0.46887,1329153,0.39786,5858193,0.41512,4001988,0.50107,1642278,0.68746,1016028,0.5399,182865,0.58767,319638,0.85009,3936858,0.71196
4814610,0.56113,4540062,0.53316,14348640,0.43548,10575609,0.4284,6865704,0.32494,8978421,0.66835,8457381,0.4679,1788069,0.32674,5858694,0.41701,4056597,0.5007,1642278,0.68434,792582,0.54847,181362,0.61524,319137,0.85882,3918822,0.71206
4831644,0.55932,4534551,0.53324,14401245,0.4352,10574106,0.42851,6865203,0.32498,8685336,0.66025,8442351,0.46354,1934862,0.49183,5924325,0.41899,3993972,0.4993,1644783,0.70466,1011018,0.53841,167835,0.68209,320139,0.86273,3952389,0.70848
4875231,0.55979,4532046,0.5333,14437317,0.43615,10572603,0.42842,6865203,0.32497,8889744,0.65174,8372211,0.46689,2013018,0.55061,6172320,0.62789,4046076,0.49432,1643280,0.70554,840678,0.49488,193887,0.54486,321642,0.86838,3954894,0.71059
4826133,0.56075,4534551,0.53353,14334612,0.43667,10573605,0.42807,6865704,0.32498,9120204,0.66792,8409786,0.46948,1494984,0.58617,6018513,0.4225,4001988,0.49979,1641777,0.70318,966429,0.52951,177354,0.62571,319137,0.86623,3944373,0.71275
4879740,0.5632,4537557,0.53377,14428800,0.43655,10574106,0.42806,6865203,0.32499,9151767,0.64792,8402271,0.47045,1469934,0.61991,5858694,0.42474,4075635,0.49969,1642779,0.69967,926850,0.41761,181863,0.73102,318636,0.87084,3939363,0.70875
4819620,0.56096,4583148,0.53134,14380704,0.43745,10572102,0.42822,6862698,0.32508,9066096,0.65026,8375718,0.46844,1482960,0.61506,5889255,0.41239,4020024,0.49502,1642278,0.69637,883263,0.52739,171342,0.59504,319137,0.86309,3941367,0.71091
4818618,0.56126,4587156,0.53051,14336115,0.44134,10573605,0.42822,6879732,0.32424,8991447,0.64732,8315097,0.46786,1498992,0.60623,5918313,0.4141,3993471,0.50131,1645785,0.70267,1004505,0.35665,168837,0.69033,319137,0.86836,3940866,0.71374
4816113,0.56139,4541565,0.53374,14405754,0.44073,10574106,0.42835,6865704,0.325,9265995,0.64665,8423814,0.46688,1477449,0.62508,5854185,0.41603,3964413,0.50178,1644783,0.69965,807612,0.52161,168336,0.58312,319137,0.86196,3939864,0.70902
4813608,0.56095,4536054,0.53329,14460363,0.43803,10575609,0.42837,6865203,0.32502,9089142,0.64179,8354676,0.4692,1478952,0.62849,5858694,0.41789,3982950,0.50234,1644783,0.6959,1030056,0.44735,165330,0.56385,318135,0.85534,3946377,0.71108
4839159,0.55942,4533048,0.5333,14436816,0.43603,10575609,0.42844,6865704,0.32496,8687841,0.65959,8460888,0.4687,1474944,0.62523,5882742,0.41979,3957399,0.50281,1644282,0.69251,776049,0.52344,162825,0.56769,330660,0.81418,3949884,0.71315
4880241,0.56121,4533048,0.53299,14376696,0.43692,10572102,0.42842,6865203,0.32488,9214392,0.68645,8394255,0.46491,1474944,0.62221,5965908,0.42081,3991968,0.50074,1647789,0.6976,1008012,0.54792,158316,0.56826,318135,0.85422,3947379,0.71434
4814109,0.56155,4534050,0.53358,14483910,0.43575,10572603,0.42812,6865203,0.32488,8839143,0.67276,8243454,0.46478,1480956,0.63013,6256989,0.54781,4106697,0.49592,1644783,0.69602,782061,0.53304,158817,0.60703,319638,0.85166,3945876,0.70961
4809099,0.56131,4549581,0.53287,14420283,0.43608,10574106,0.42808,6865704,0.32487,8739945,0.65892,8434836,0.46256,1474944,0.62603,5870718,0.42563,4032048,0.50161,1642779,0.69415,1014024,0.5444,160320,0.63661,319638,0.85658,3947379,0.71089
4812606,0.561,4582647,0.53108,14388219,0.43738,10573605,0.42809,6865203,0.32491,8601168,0.64508,8403273,0.46331,1474944,0.62345,5856189,0.41338,4102188,0.49874,1642779,0.69215,774045,0.53655,158316,0.67269,321642,0.8666,3946878,0.71252
4818618,0.56162,4579140,0.53083,14384712,0.43709,10574106,0.42821,6865704,0.32478,8569605,0.64827,8439345,0.46369,1482459,0.6299,5960397,0.41494,4040064,0.50106,1642779,0.68999,1030557,0.53964,160320,0.71362,320139,0.86575,3947880,0.71415
4815111,0.56059,4538058,0.5338,14385714,0.43683,10573605,0.42828,6863700,0.32488,8818602,0.64862,8353674,0.46309,1473942,0.6277,5885748,0.41693,3999984,0.49947,1646787,0.6922,781560,0.54142,159318,0.75966,319137,0.86858,3945375,0.70873
4813608,0.56162,4536555,0.53347,14415774,0.43658,10574106,0.42835,6865704,0.32478,8649765,0.65647,8387241,0.46364,1474944,0.62474,5858694,0.41877,4012008,0.5009,1643280,0.69013,1017030,0.57623,161823,0.78085,319137,0.86623,3948882,0.70993
4860201,0.55883,4533048,0.53302,14301546,0.44016,10575609,0.42838,6865203,0.32491,8661288,0.66046,8368704,0.46708,1336167,0.40598,5861199,0.42057,4044573,0.49938,1644783,0.68727,1013022,0.51375,158316,0.79408,319137,0.87419,3943872,0.71256
4860702,0.5607,4532547,0.53337,14378199,0.43988,10574607,0.42847,6864201,0.32494,8562591,0.6463,8426820,0.4659,1776546,0.32855,5915808,0.42264,4057098,0.49782,1644282,0.68511,805608,0.52156,161322,0.7134,319137,0.86589,3944373,0.70763
4810602,0.56176,4535553,0.53383,14342628,0.44,10572102,0.42845,6865704,0.32488,8732931,0.65288,8410788,0.46284,1969431,0.48672,6115206,0.42352,3998982,0.49615,1643781,0.68336,975948,0.53497,158817,0.7384,318636,0.86152,3950886,0.70902
4811604,0.56161,4551084,0.53209,14389221,0.43431,10573605,0.42809,6865203,0.32496,8777520,0.65739,8376219,0.46548,1992978,0.55123,6115206,0.45468,4085154,0.49681,1662819,0.70331,918834,0.44341,159819,0.69346,318135,0.85861,3943872,0.71184
4811604,0.56074,4594671,0.5315,14453850,0.43537,10574106,0.42809,6880233,0.3242,8948361,0.65143,8444856,0.46749,1508010,0.58387,5863704,0.41383,4026537,0.50044,1657308,0.69416,900798,0.52479,158817,0.69491,319638,0.85054,3943371,0.71385
4820622,0.56117,4563609,0.53057,14473389,0.4359,10573605,0.42815,6865203,0.32497,8839644,0.66275,8437842,0.46505,1465425,0.62146,5867211,0.41578,4048080,0.49439,1659312,0.69314,987471,0.36779,162825,0.69604,319638,0.85849,3926838,0.70905
4812606,0.56103,4537056,0.53361,14493429,0.4359,10574106,0.42817,6865704,0.32498,8714394,0.65899,8375718,0.46173,1484463,0.61866,5921820,0.41788,4024533,0.50023,1662318,0.6943,822642,0.54965,163827,0.57995,321642,0.80485,3933351,0.71072
4822626,0.55997,4538559,0.53335,14478900,0.43789,10572603,0.42833,6865203,0.32499,8763492,0.65686,8419806,0.46368,1493982,0.61082,5858694,0.41965,3992469,0.50659,1642278,0.70065,1014525,0.53411,161322,0.56366,320640,0.85435,3940866,0.71423
4863207,0.55957,4531545,0.53327,14483910,0.43624,10575108,0.42833,6862698,0.32508,8538543,0.6523,8428824,0.46781,1475946,0.62213,5854686,0.42129,3988461,0.50301,1642278,0.69751,804105,0.55476,162324,0.56195,321141,0.87018,3944874,0.70978
4850181,0.56093,4534050,0.53349,14433810,0.43778,10575609,0.4284,6865203,0.32497,8553573,0.65552,8494455,0.4664,1480455,0.6298,5851680,0.4229,4025535,0.50139,1642278,0.69437,1017531,0.53151,158817,0.59486,319638,0.86397,3952890,0.71107
4807596,0.5618,4535052,0.53389,14399241,0.43814,10574106,0.42851,6865203,0.32513,8762490,0.65088,8443854,0.46158,1474944,0.62765,5917812,0.42532,3916317,0.50435,1642278,0.69124,842682,0.48964,158817,0.59689,319137,0.87262,3948882,0.7131
4813608,0.56133,4560102,0.53136,14291526,0.44168,10572603,0.42842,6865704,0.325,8897259,0.64778,8471409,0.46557,1475445,0.62379,6209895,0.58412,3981948,0.49955,1642278,0.68811,942381,0.53229,159819,0.63793,318636,0.86849,3947880,0.70864
4814109,0.56138,4594170,0.53224,14338620,0.43947,10573605,0.42807,6865203,0.32502,8752470,0.66197,8476920,0.46333,1473942,0.62077,5965407,0.41477,4025034,0.49734,1642278,0.68495,913824,0.43993,158817,0.67102,319137,0.87452,3936357,0.71217
4818117,0.56122,4554591,0.53117,14381706,0.43692,10574106,0.42806,6865704,0.32496,8658783,0.64949,8388744,0.46528,1481457,0.62733,5859195,0.41677,4048080,0.49786,1646286,0.69571,875247,0.52597,159318,0.71384,319137,0.86533,3932349,0.70871
4812606,0.56087,4539060,0.53342,14414772,0.4359,10572102,0.42822,6865203,0.32488,8564595,0.64964,8438343,0.47095,1475946,0.62438,5899776,0.41854,4086657,0.49504,1641777,0.70655,957912,0.39851,160320,0.74888,318636,0.85681,3933351,0.71226
4828638,0.56015,4537557,0.53332,14435313,0.43809,10573605,0.42822,6865203,0.32488,8725917,0.65941,8417301,0.46343,1474944,0.62221,5893263,0.42048,4061607,0.49991,1642779,0.70326,845187,0.52798,176352,0.63393,318636,0.85568,3931848,0.70862
4860702,0.55984,4532046,0.53291,14462868,0.43717,10574106,0.42835,6865704,0.32487,8552571,0.6455,8454876,0.46435,1481457,0.62991,5855187,0.42247,4002489,0.49379,1642278,0.69997,1030557,0.51401,167835,0.68081,319638,0.85278,3933351,0.71205
4845672,0.5616,4532046,0.53393,14354151,0.43461,10575609,0.42837,6865203,0.32491,8653773,0.65497,8374215,0.46369,1474944,0.62669,5859195,0.4243,4035054,0.50124,1641777,0.69721,779055,0.52929,165831,0.68817,320139,0.8548,3942870,0.70756
4808598,0.56166,4537557,0.53376,14441826,0.43796,10575609,0.42844,6878730,0.3241,8610186,0.64523,8332131,0.4647,1338672,0.4123,5875728,0.41187,4085655,0.50006,1647288,0.70277,1024044,0.60346,170841,0.61751,321642,0.86805,3946377,0.71009
4813107,0.56126,4576134,0.53169,14356155,0.43602,10572102,0.42842,6865704,0.32478,9128220,0.66305,8480427,0.46457,1766025,0.33024,5998473,0.41286,3935355,0.5046,1643280,0.69992,790578,0.52395,164328,0.66159,319638,0.86509,3946878,0.71248
4816614,0.56115,4583148,0.53052,14315073,0.43579,10572603,0.42812,6865203,0.32491,8964393,0.66098,8395257,0.46987,1992477,0.49536,6221919,0.50472,4068120,0.49767,1644282,0.69627,1025046,0.54536,164328,0.69055,321642,0.82265,3939363,0.70821
4815612,0.56175,4550583,0.53224,14340123,0.4355,10574106,0.42808,6864201,0.32494,8933331,0.66489,8279025,0.4674,1973439,0.55101,5859195,0.41765,4024032,0.50143,1644783,0.69274,797592,0.52166,185871,0.62149,319137,0.86566,3941868,0.71056
4814610,0.56119,4538058,0.53349,14458860,0.43622,10573605,0.42809,6865704,0.32488,8919303,0.64708,8320608,0.46864,1510515,0.58245,5853684,0.41931,4030044,0.50203,1646787,0.6883,985467,0.53392,179859,0.53263,319137,0.87161,3940866,0.71347
4832646,0.55932,4536054,0.53309,14456856,0.43716,10574106,0.42821,6865203,0.32496,9083130,0.65191,8385237,0.46773,1476948,0.61329,5921820,0.42128,3988461,0.50273,1645284,0.69667,784065,0.53798,164328,0.58384,319137,0.866,3944874,0.70835
4874730,0.55985,4532547,0.53308,14410764,0.43693,10573605,0.42828,6865704,0.32494,8952369,0.66566,8482431,0.46225,1481457,0.62156,5863203,0.42339,4003992,0.50088,1644282,0.69318,1007010,0.53941,164829,0.62549,319638,0.8689,3953391,0.70981
4897275,0.55733,4533549,0.53347,14448339,0.43698,10574106,0.42835,6865203,0.32498,8943852,0.66588,8401770,0.46266,1492980,0.61162,5859696,0.42518,4010505,0.49974,1643280,0.69145,798093,0.54662,178356,0.47799,318636,0.8659,3945876,0.71235
4930341,0.55374,4733448,0.52202,14424291,0.43791,10575609,0.42838,6865203,0.32497,9001968,0.67359,8417802,0.46631,1475445,0.62443,5857692,0.41286,4042068,0.49514,1677348,0.67966,1011519,0.53007,199899,0.55781,318636,0.85647,3945876,0.70956
4820121,0.56057,4533549,0.53347,14493930,0.43701,10574607,0.42847,6865704,0.32498,9182328,0.67088,8391750,0.4655,1474944,0.62086,5898273,0.41479,4054092,0.4969,1643280,0.69407,806109,0.51971,177354,0.59605,319137,0.85389,3937860,0.71051
4810101,0.56123,4536555,0.53363,14355654,0.44061,10572102,0.42845,6865203,0.32499,8834634,0.66655,8305077,0.46514,1480956,0.62877,6146769,0.41564,4038561,0.50348,1642779,0.69194,970938,0.53456,170340,0.59727,318636,0.86242,3941367,0.71272
